,FECHA,WELL,FRECUENCIA,% THD-VOL IN VSD,% THD-AMP IN VSD,PF IN VSD,% THD-VOL OUT VSD,% THD-AMP OUT VSD,PF OUT VSD,VOL MTR A,VOL MTR B,VOL MTR C,VOL MTR A-Tierra,VOL MTR B-Tierra,VOL MTR C-Tierra,% THD-AMP MTR,PF MTR,MAX VOL IN VSD,MAX AMP IN VSD,MAX VOL OUT VSD,RED KVA,%RED KVA,RED KW,MAX AMP OUT VSD,% LOAD VSD,KVA VSD,KVA SUT,% LOAD SUT,AMP MOTOR,% LOAD MTR,% DESB MTR,VOL-A CON D,AMP-A CON D,VOL-B CON D,AMP-B CON D,VOL-C CON D,AMP-C CON D,%THD VOL CON D,%THD AMP CON D,P.F. CON D,VOL-A CON Y,AMP-A CON Y,VOL-B CON Y,AMP-B CON Y,VOL-C CON Y,AMP-C CON Y,%THD VOL CON Y,%THD AMP CON Y,P.F. CON Y,PIP (psi),T Motor (F),KW-BBL
449,2014-04-02,CGN-01,58.0,17.2,37.6,0.86,29.1,44.8,0.6,1466.0,1468.0,1466.0,820.0,822.0,798.0,0.0,0.0,476.0,166.0,442.0,136.69768,13.669768,117.5600048,235.0,37.66025641025641,179.6951,179.6951,34.55674999999999,68.0,81.92771084337349,0.9900990099009972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,211.0,
450,2014-05-06,CGN-01,58.0,17.2,37.6,0.86,29.1,44.8,0.6,1464.0,1460.0,1462.0,845.0,844.0,850.0,0.0,0.0,475.0,166.0,440.0,136.4105,13.64105,117.31303,232.0,37.17948717948718,176.5984,176.5984,33.96123076923077,67.0,80.72289156626506,2.010050251256275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,209.0,
451,2014-05-30,CGN-01,58.0,18.8,58.5,0.743,29.7,38.9,0.483,1472.0,1471.0,1477.0,850.0,853.0,849.0,0.0,0.0,468.4,175.5,440.9,142.213266,14.2213266,105.664456638,233.2,37.37179487179488,177.8749324,177.8749324,34.20671776923076,67.7,81.56626506024097,0.3458498023715429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.3,210.9,
452,2014-06-11,CGN-01,58.0,18.8,58.5,0.743,29.7,38.9,0.483,1474.0,1475.0,1480.0,853.0,854.0,850.0,0.0,0.0,468.4,175.5,443.0,142.213266,14.2213266,105.664456638,234.0,37.5,179.33526,179.33526,34.48755,67.4,81.20481927710844,0.3470500743678745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.3,210.9,
453,2014-07-01,CGN-01,58.0,14.9,68.0,0.705,29.7,38.9,0.559,1483.0,1485.0,1469.0,858.0,867.0,859.0,0.0,0.0,468.4,185.7,442.0,150.4786524,15.04786524,106.087449942,234.0,37.5,178.93044,178.93044,34.4097,67.9,81.80722891566265,0.1474926253687441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.3,211.0,
454,2014-07-28,CGN-01,58.0,7.8,62.0,0.729,29.7,37.8,0.473,1474.0,1474.0,1474.0,849.0,852.0,847.0,0.0,0.0,460.0,181.1,442.0,144.11938,14.411938,105.06302802,234.0,37.5,178.93044,178.93044,34.4097,67.3,81.08433734939759,0.09910802775024213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,210.0,
455,2014-08-16,CGN-01,58.0,7.8,62.0,0.729,29.7,37.8,0.473,1472.0,1473.0,1472.0,851.0,850.0,852.0,0.0,0.0,471.0,180.0,441.0,146.6694,14.66694,106.9219926,235.0,37.66025641025641,179.28855,179.28855,34.4785673076923,67.3,81.08433734939759,0.09910802775024213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,201.0,
456,2014-11-09,CGN-01,58.0,7.8,62.0,0.729,29.7,37.8,0.473,1289.0,1288.0,1289.0,741.0,742.0,741.0,0.0,0.0,461.0,201.0,386.0,160.30353,16.030353,116.86127337,204.0,32.69230769230769,136.22712,136.22712,26.19752307692307,59.0,71.08433734939759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,210.0,
457,2014-11-15,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1288.0,1286.0,1286.0,741.0,742.0,741.0,0.0,0.0,483.0,200.0,390.0,167.118,16.7118,121.99614,203.0,32.53205128205128,136.9641,136.9641,26.33925,59.0,71.08433734939759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,210.0,
458,2015-01-20,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1287.0,1288.0,1289.0,744.0,746.0,744.0,0.0,0.0,486.0,208.0,386.0,174.88224,17.488224,127.6640352,206.0,33.01282051282051,137.56268,137.56268,26.45436153846154,59.0,71.08433734939759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,210.0,
459,2015-02-17,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1291.0,1290.0,1294.0,745.0,748.0,742.0,0.0,0.0,484.0,209.0,385.0,174.99988,17.499988,127.7499124,204.0,32.69230769230769,135.8742,135.8742,26.12965384615384,59.0,71.08433734939759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,209.0,
460,2015-03-05,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1270.0,1270.0,1270.0,732.0,737.0,730.0,0.0,0.0,480.0,205.0,383.0,170.232,17.0232,124.26936,202.0,32.37179487179488,133.84318,133.84318,25.73907307692307,59.0,71.08433734939759,1.136363636363632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,209.1,
461,2015-04-04,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1270.0,1270.0,1270.0,732.0,735.0,732.0,0.0,0.0,483.0,207.0,384.0,172.96713,17.296713,126.2660049,201.0,32.21153846153847,133.52832,133.52832,25.67852307692308,58.0,69.87951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,208.0,
462,2015-07-06,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1270.0,1270.0,1270.0,732.0,735.0,732.0,0.0,0.0,482.0,207.0,386.0,172.60902,17.260902,126.0045846,200.0,32.05128205128205,133.556,133.556,25.68384615384616,58.0,69.87951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,209.0,
463,2015-07-27,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1270.0,1270.0,1270.0,732.0,735.0,732.0,0.0,0.0,482.0,208.0,384.0,173.44288,17.344288,126.6133024,200.0,32.05128205128205,132.864,132.864,25.55076923076923,58.0,69.87951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,209.0,
464,2015-08-31,CGN-01,50.0,16.6,33.6,0.81,30.0,23.8,0.77,2650.0,2651.0,2648.0,1530.0,1532.0,1530.0,0.0,0.0,476.0,492.0,385.0,405.15216,64.30986666666666,328.1732496,520.0,57.77777777777777,518.0,346.346,54.97555555555556,75.0,69.44444444444444,6.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0,251.0,
465,2015-09-17,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1270.0,1265.0,1270.0,732.0,735.0,732.0,0.0,0.0,483.0,207.0,383.0,172.96713,17.296713,126.2660049,200.0,32.05128205128205,132.518,132.518,25.48423076923077,58.0,69.87951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,209.0,
466,2015-09-18,CGN-01,57.0,7.6,59.0,0.73,29.7,37.8,0.473,1242.0,1244.0,1243.0,720.0,720.0,720.0,0.0,0.0,482.0,200.0,376.0,166.772,16.6772,121.74356,195.0,31.25,126.8436,126.8436,24.393,57.0,68.67469879518072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.5,209.0,
467,2015-11-21,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1270.0,1270.0,1268.0,730.0,735.0,730.0,0.0,0.0,482.0,205.0,383.0,170.9413,17.09413,124.787149,200.0,32.05128205128205,132.518,132.518,25.48423076923077,58.0,69.87951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,209.0,
468,2015-12-14,CGN-01,58.0,7.6,59.0,0.73,29.7,37.8,0.473,1271.0,1272.0,1271.0,733.0,738.0,734.0,0.0,0.0,482.0,202.0,386.0,168.43972,16.843972,122.9609956,202.0,32.37179487179488,134.89156,134.89156,25.94068461538461,59.0,71.08433734939759,1.136363636363632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,209.0,
469,2016-01-05,CGN-01,58.0,6.1,76.4,0.57,29.7,32.0,0.67,1270.0,1268.0,1270.0,734.0,735.0,730.0,0.0,0.0,481.0,208.0,385.0,173.08304,17.308304,98.65733279999999,200.0,32.05128205128205,133.21,133.21,25.61730769230769,59.0,71.08433734939759,1.136363636363632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,209.0,
470,2016-01-26,CGN-01,58.0,5.600000000000001,76.4,0.575,29.7,32.0,0.684,1270.0,1270.0,1270.0,710.0,720.0,715.0,0.0,0.0,480.0,207.0,385.0,171.8928,17.18928,98.83835999999998,199.0,31.89102564102564,132.54395,132.54395,25.48922115384616,58.0,69.87951807228916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,209.0,
471,2016-02-12,CGN-01,58.0,5.600000000000001,76.4,0.575,29.7,32.0,0.684,1306.0,1307.0,1305.0,754.0,758.0,752.0,0.0,0.0,483.0,175.0,454.0,146.22825,14.622825,84.08124375,180.0,28.84615384615384,141.3756,141.3756,27.18761538461539,60.0,72.28915662650603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,196.3,
472,2022-10-30,CGN-03,35.0,11.1,31.7,0.93,5.600000000000001,6.5,0.62,3260.0,3320.0,3270.0,1930.0,1990.0,2020.0,0.0,0.0,483.0,187.0,385.0,156.25533,15.625533,145.3174569,389.0,40.94736842105263,259.09345,259.09345,25.909345,51.6,41.28,1.368607163905439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2603.0,235.0,
473,2022-10-31,CGN-03,35.0,6.1,58.9,0.843,5.600000000000001,6.5,0.62,2002.0,2002.0,2000.0,1150.0,1154.0,1157.0,0.0,0.0,484.0,185.0,384.0,154.9042,15.49042,130.5842406,389.0,40.94736842105263,258.42048,258.42048,25.842048,51.1,40.88,0.9192383453709683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322.0,237.0,
474,2022-11-07,CGN-03,42.0,7.7,46.8,0.884,19.0,6.7,0.469,2361.0,2361.0,2358.0,1360.0,1364.0,1368.0,0.0,0.0,482.0,276.0,418.0,230.14536,23.014536,203.44849824,448.0,47.1578947368421,323.96672,323.96672,32.396672,63.5,50.8,2.972972972972977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.9,236.0,
475,2022-11-16,CGN-03,46.15,8.3,42.0,0.899,27.0,7.5,0.565,2578.0,2579.0,2577.0,1487.0,1489.0,1494.0,0.0,0.0,480.0,336.0,433.0,279.0144,27.90144,250.8339456,496.0,52.21052631578947,371.54864,371.54864,37.154864,67.0,53.6,0.6509764646970513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.22,240.3,
476,2022-11-29,CGN-03,49.0,8.7,39.4,0.9,22.2,5.2,0.61,2716.0,2715.0,2712.0,1566.0,1567.0,1572.0,0.0,0.0,479.0,384.0,372.0,318.20928,31.820928,286.3883519999999,537.0,56.52631578947368,345.59172,345.59172,34.559172,72.0,57.59999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.7,237.9,
477,2022-11-30,CGN-03,50.0,9.1,38.6,0.9,24.8,5.2,0.63,2775.0,2774.0,2770.0,1594.0,1597.0,1602.0,0.0,0.0,478.0,405.0,379.0,334.9107,33.49107,301.41963,552.0,58.10526315789474,361.92984,361.92984,36.192984,74.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.8,239.6,
478,2022-12-16,CGN-03,56.0,11.2,34.0,0.92,11.7,6.4,0.705,3078.0,3077.0,3072.0,1773.0,1777.0,1783.0,0.0,0.0,476.0,542.0,416.0,446.32616,44.632616,410.6200672,662.0,69.6842105263158,476.42816,476.42816,47.642816,87.6,70.08,0.3816793893129717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.8,244.7,
479,2022-12-18,CGN-03,57.0,11.3,33.0,0.921,9.700000000000001,6.0,0.723,3135.0,3134.0,3130.0,1805.0,1807.0,1814.0,0.0,0.0,476.0,567.0,423.0,466.9131599999999,46.69131599999999,430.0270203600001,671.0,70.63157894736842,491.0310899999999,491.0310899999999,49.103109,89.5,71.6,0.1865671641791098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.9,238.4,
480,2023-01-26,CGN-03,58.0,12.0,31.0,0.921,9.700000000000001,5.5,0.734,3194.0,3192.0,3185.0,1835.0,1838.0,1844.0,0.0,0.0,477.0,601.0,431.0,495.95121,49.595121,456.7710644100001,701.0,73.78947368421052,522.68663,522.68663,52.268663,93.0,74.4,0.6479481641468774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.32,240.4,
481,2023-05-10,CGN-03,60.0,12.3,36.8,0.926,24.3,16.3,0.716,3460.0,3475.0,3473.0,1991.0,2002.0,2001.0,0.0,0.0,473.0,656.0,479.0,536.79824,53.679824,497.07517024,804.0,84.63157894736842,666.2506800000001,666.2506800000001,66.62506800000001,99.9,79.92,0.7042253521126931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.19,242.4,
482,2023-05-25,CGN-03,60.0,12.5,30.6,0.92,24.0,18.7,0.69,3174.0,3180.0,3182.0,1827.0,1835.0,1840.0,0.0,0.0,475.0,663.0,436.0,544.82025,54.482025,501.23463,830.0,87.36842105263159,626.0524,626.0524,62.60524000000001,102.0,81.6,1.45888594164455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,241.0,
483,2023-06-27,CGN-03,60.0,12.5,30.6,0.92,22.8,15.3,0.709,3473.0,3484.0,3481.0,2014.0,2015.0,2029.0,0.0,0.0,475.0,663.0,481.0,544.82025,54.482025,501.23463,810.0,85.26315789473684,674.0253,674.0253,67.40253,101.0,80.80000000000001,3.186440677966095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,246.0,
484,2023-07-09,CGN-03,60.0,13.5,29.7,0.924,17.0,15.3,0.691,3177.0,3174.0,3172.0,1830.0,1831.0,1841.0,0.0,0.0,474.0,664.0,430.0,544.49328,54.44932800000001,503.11179072,865.0,91.05263157894737,643.4735,643.4735,64.34734999999999,101.0,80.80000000000001,0.6644518272425297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,244.4,
485,2018-01-27,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2534.0,2544.0,2545.0,1451.0,1472.0,1478.0,,,472.0,584.0,451.0,476.87104,75.69381587301586,374.3437664,549.0,90.74380165289256,428.34627,428.34627,67.99147142857143,95.4,88.33333333333334,6.018854242204494,474.0,473.0,471.0,291.0,293.0,289.0,911.4000000000001,85.0,0.76,471.0,473.0,471.0,287.0,291.0,292.0,11.5,73.0,0.81,988.0,243.5,0.6
486,2018-02-12,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2535.0,2546.0,2535.0,1448.0,1470.0,1475.0,,,472.0,573.0,450.0,467.88888,74.2680761904762,367.2927708,533.0,88.09917355371901,414.9405,414.9405,65.86357142857142,93.0,86.11111111111111,4.444444444444445,470.0,469.0,469.0,254.0,255.0,254.0,911.4000000000001,85.0,0.76,470.0,469.0,469.0,314.0,315.0,319.0,11.5,73.0,0.81,992.0,243.0,0.6
487,2018-03-01,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2538.0,2550.0,2550.0,1455.0,1475.0,1481.0,,,472.0,568.0,451.0,463.80608,73.6200126984127,364.0877728,544.0,89.91735537190083,424.44512,424.44512,67.37224126984127,93.0,86.11111111111111,5.204460966542756,475.0,473.0,473.0,283.0,283.0,282.0,911.4000000000001,85.0,0.76,472.0,474.0,471.0,282.0,285.0,285.0,11.5,73.0,0.81,1000.0,242.4,0.6
488,2018-05-26,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2534.0,2550.0,2535.0,1448.0,1468.0,1476.0,,,472.0,564.0,450.0,460.53984,73.10156190476191,361.5237744,514.0,84.9586776859504,400.149,400.149,63.51571428571429,89.0,82.4074074074074,4.230769230769236,475.0,473.0,473.0,283.0,283.0,282.0,911.4000000000001,85.0,0.76,472.0,474.0,471.0,282.0,285.0,285.0,11.5,73.0,0.81,1042.0,241.0,0.6
489,2018-06-01,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2546.0,2564.0,2548.0,1456.0,1477.0,1483.0,,,472.0,564.0,453.0,460.53984,73.10156190476191,361.5237744,528.0,87.27272727272727,413.78832,413.78832,65.68068571428572,90.1,83.42592592592592,4.550669216061188,473.0,471.0,472.0,281.0,283.0,283.0,911.4000000000001,85.0,0.76,472.0,474.0,471.0,279.0,277.0,279.0,11.5,73.0,0.81,1039.0,0.0,0.6
490,2018-07-02,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2536.0,2550.0,2548.0,1449.0,1469.0,1478.0,,,472.0,564.0,460.0,460.53984,73.10156190476191,361.5237744,512.0,84.62809917355372,407.4496,407.4496,64.67453968253967,89.0,82.4074074074074,3.861003861003856,470.0,470.0,469.0,320.0,320.0,320.0,911.4000000000001,85.0,0.76,470.0,470.0,469.0,230.0,240.0,240.0,11.5,73.0,0.81,1042.0,0.0,0.6
491,2018-07-30,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2639.0,2553.0,2558.0,1455.0,1477.0,1485.0,,,472.0,564.0,453.0,460.53984,73.10156190476191,361.5237744,514.0,84.9586776859504,402.81666,402.81666,63.93915238095237,88.4,81.85185185185185,4.317386231038509,470.0,472.0,470.0,319.0,323.0,316.0,11.4,85.0,0.76,472.0,471.0,468.0,235.0,236.0,238.0,11.5,73.0,0.81,1059.9,0.0,0.6
492,2018-08-24,CGE-01,61.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2540.0,2552.0,2539.0,1450.0,1470.0,1479.0,,,472.0,564.0,450.0,460.53984,73.10156190476191,361.5237744,500.0,82.64462809917356,389.25,389.25,61.78571428571429,86.0,79.62962962962963,3.571428571428571,470.0,470.0,470.0,340.0,342.0,340.0,11.4,85.0,0.76,470.0,470.0,470.0,200.0,202.0,200.0,11.5,73.0,0.81,1083.0,0.0,0.6
493,2018-10-21,CGE-01,55.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2302.0,2313.0,2318.0,1318.0,1336.0,1344.0,,,472.0,564.0,414.0,460.53984,73.10156190476191,361.5237744,399.0,65.95041322314049,285.77178,285.77178,45.3606,70.0,64.81481481481481,4.411764705882353,473.0,472.0,472.0,250.0,252.0,248.0,11.4,85.0,0.76,473.0,472.0,472.0,141.0,146.0,142.0,11.5,73.0,0.81,1283.0,241.0,0.6
494,2018-12-11,CGE-01,55.0,11.3,79.0,0.785,6.600000000000001,6.7,0.8,2307.0,2318.0,2310.0,1320.0,1338.0,1343.0,,,472.0,564.0,408.0,460.53984,73.10156190476191,361.5237744,406.0,67.10743801652893,286.57104,286.57104,45.48746666666666,69.4,64.25925925925927,3.857566765578647,472.0,472.0,470.0,272.0,274.0,274.0,11.4,85.0,0.76,471.0,472.0,470.0,141.0,144.0,148.0,11.5,73.0,0.81,123.0,240.9,0.6
495,2019-04-16,CGE-01,53.5,11.3,84.00000000000001,0.76,8.0,7.1,0.8,2265.0,2250.0,2264.0,1310.0,1305.0,1290.0,,,472.0,564.0,399.0,460.53984,73.10156190476191,350.0102783999999,378.0,62.47933884297521,260.92206,260.92206,41.4162,65.0,60.18518518518518,4.761904761904762,476.0,475.0,472.0,225.0,225.0,223.0,14.2,87.0,0.72,475.0,476.0,472.0,125.0,127.0,125.0,14.3,81.0,0.8,1596.0,0.0,0.6
496,2019-05-30,CGE-01,53.5,11.3,82.39999999999999,0.6910000000000001,3.5,5.800000000000001,0.768,2056.0,2242.0,2261.0,1309.0,1303.0,1286.0,,,472.0,564.0,397.0,460.53984,73.10156190476191,318.23302944,373.0,61.65289256198348,256.18013,256.18013,40.6635126984127,65.0,60.18518518518518,4.255319148936167,473.5,472.0,470.0,221.0,223.8,225.5,7.7,82.89999999999999,0.756,472.3,473.6,470.8,124.4,125.6,124.7,7.6,81.89999999999999,0.626,1446.0,0.0,0.6
497,2019-06-09,CGE-01,48.0,11.3,82.39999999999999,0.6910000000000001,3.5,5.800000000000001,0.768,2040.0,2032.0,2033.0,1183.0,1180.0,1165.0,,,472.0,267.0,358.0,218.02152,34.60659047619048,150.65287032,322.0,53.22314049586777,199.42748,199.42748,31.65515555555556,55.0,50.92592592592593,3.124999999999996,475.0,474.0,474.0,176.0,175.0,175.0,7.7,82.89999999999999,0.756,474.0,475.0,475.0,91.0,91.0,90.0,7.6,81.89999999999999,0.626,1380.0,0.0,0.6
498,2019-06-15,CGE-01,60.0,11.3,81.1,0.6990000000000001,5.7,8.5,0.781,2473.0,2485.0,2484.0,1420.0,1440.0,1446.0,,,472.0,483.1,439.2,394.480136,62.6158946031746,275.741615064,442.0,73.05785123966942,335.838672,335.838672,53.30772571428572,79.0,73.14814814814815,3.896103896103896,472.9,470.6,469.6,281.9,308.0,291.0,7.7,80.30000000000001,0.766,471.6,472.6,470.5,180.9,172.2,192.1,7.6,81.89999999999999,0.632,1188.0,0.0,0.6
499,2020-01-22,CGE-01,60.0,11.3,81.1,0.6990000000000001,5.1,8.5,0.781,2500.0,2509.0,2498.0,1427.0,1450.0,1451.0,,,472.0,432.0,443.0,352.75392,55.99268571428572,246.57499008,408.0,67.43801652892562,312.68712,312.68712,49.63287619047619,71.3,66.01851851851852,3.571428571428575,466.0,467.0,468.0,261.0,263.0,264.0,7.7,80.30000000000001,0.766,472.0,474.0,472.0,162.0,169.0,162.0,7.6,81.89999999999999,0.632,1282.0,0.0,0.6
500,2020-06-20,CGE-01,61.0,11.3,92.0,0.725,22.0,6.2,0.75,2550.0,2558.0,2560.0,1460.0,1480.0,1488.0,,,472.0,407.0,451.0,332.33992,52.75236825396825,240.946442,384.0,63.47107438016529,299.60832,299.60832,47.55687619047619,65.0,60.18518518518518,3.684210526315793,473.0,472.0,470.0,240.0,240.0,238.0,6.4,87.0,0.75,472.0,473.0,470.0,165.0,167.0,167.0,87.0,97.0,0.7,1623.0,233.0,0.6
501,2020-09-20,CGE-01,61.0,11.3,92.0,0.725,22.0,6.2,0.75,2560.0,2563.0,2565.0,1134.0,1142.0,1150.0,,,472.0,393.0,450.0,320.90808,50.93779047619048,232.658358,376.0,62.14876033057851,292.716,292.716,46.46285714285715,64.0,59.25925925925925,3.743315508021394,475.0,474.0,471.0,240.0,241.0,242.0,6.4,87.0,0.75,474.0,475.0,471.0,150.0,151.0,151.0,87.0,97.0,0.7,1367.0,230.0,0.6
502,2020-09-22,CGE-01,61.0,7.8,87.5,0.71,13.1,4.6,0.64,2730.0,2742.0,2733.0,1563.0,1581.0,1588.0,,,472.0,407.0,412.0,332.33992,52.75236825396825,235.9613432,437.0,72.23140495867769,311.47612,311.47612,49.44065396825397,63.0,58.33333333333334,2.702702702702699,475.0,474.0,472.0,249.0,244.0,245.0,7.399999999999999,83.0,0.75,474.0,476.0,471.0,158.0,160.0,158.0,8.200000000000001,92.0,0.67,1390.0,230.9,0.6
503,2022-10-08,CGE-01,70.0,3.8,95.7,0.71,2.3,1.6,0.704,1823.0,1813.0,1836.0,1051.0,1046.0,1049.0,,,477.0,152.0,250.0,125.43192,19.90982857142857,89.05666319999999,231.0,38.18181818181819,99.9075,99.9075,15.85833333333333,30.68,34.08888888888889,0.9517558254020321,478.0,475.0,478.0,75.0,76.0,73.0,3.7,96.5,0.711,476.0,477.0,475.0,77.0,76.0,79.0,3.9,94.89999999999999,0.709,1032.0,226.0,0.6
504,2022-10-09,CGE-01,70.0,3.8,95.7,0.71,2.3,1.6,0.704,1823.0,1813.0,1836.0,1051.0,1046.0,1049.0,,,477.0,152.0,250.0,125.43192,19.90982857142857,89.05666319999999,231.0,38.18181818181819,99.9075,99.9075,15.85833333333333,30.68,34.08888888888889,0.9517558254020321,478.0,475.0,478.0,75.0,76.0,73.0,3.7,96.5,0.711,476.0,477.0,475.0,77.0,76.0,79.0,3.9,94.89999999999999,0.709,1032.0,226.0,
