,WELL,FECHA,FRECUENCIA,% THD-VOL IN VSD,% THD-AMP IN VSD,PF IN VSD,% THD-VOL OUT VSD,% THD-AMP OUT VSD,PF OUT VSD,VOL MTR A,VOL MTR B,VOL MTR C,VOL MTR A-Tierra,VOL MTR B-Tierra,VOL MTR C-Tierra,% THD-AMP MTR,PF MTR,MAX VOL IN VSD,MAX AMP IN VSD,MAX VOL OUT VSD,RED KVA,%RED KVA,RED KW,MAX AMP OUT VSD,% LOAD VSD,KVA VSD,KVA SUT,% LOAD SUT,AMP MOTOR,% LOAD MTR,% DESB MTR,VOL-A CON D,AMP-A CON D,VOL-B CON D,AMP-B CON D,VOL-C CON D,AMP-C CON D,%THD VOL CON D,%THD AMP CON D,P.F. CON D,VOL-A CON Y,AMP-A CON Y,VOL-B CON Y,AMP-B CON Y,VOL-C CON Y,AMP-C CON Y,%THD VOL CON Y,%THD AMP CON Y,P.F. CON Y,PIP (psi),T Motor (F),BFPD,KW-BBL
249,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,
250,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866.0,
251,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866.0,
252,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2855.0,
253,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882.0,
254,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2898.0,
255,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2904.0,
256,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2832.0,
257,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485.0,
258,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519.0,
259,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2838.0,
260,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,
261,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967.0,
262,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844.0,
263,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2873.0,
264,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2858.0,
265,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919.0,
266,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859.0,
267,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827.0,
268,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817.0,
269,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2807.0,
270,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2771.0,
271,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825.0,
272,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2798.0,
273,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.0,
274,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2863.0,
275,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779.0,
276,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2831.0,
277,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868.0,
278,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823.0,
279,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,
280,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.0,
281,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815.0,
282,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994.0,
283,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3047.0,
284,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823.0,
285,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2794.0,
286,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947.0,
287,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922.0,
288,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.0,
289,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,
290,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.0,
291,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.0,
292,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2834.0,
293,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040.0,
294,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.0,
295,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.0,
296,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2658.0,
297,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.0,
298,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611.0,
299,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.0,
300,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.0,
301,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2686.0,
302,TRD-07,2011-06-13 00:00:00,52.0,13.7,40.0,0.78,28.9,28.1,0.52,1602.0,1610.0,1602.0,1546.0,106.0,1508.0,0.0,0.0,494.0,242.0,477.0,206.81804,20.681804,161.3180712,317.0,50.80128205128205,261.59157,261.59157,74.74044857142856,87.0,70.73170731707317,5.199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2621.0,
