,WELL,FECHA,FRECUENCIA,% THD-VOL IN VSD,% THD-AMP IN VSD,PF IN VSD,% THD-VOL OUT VSD,% THD-AMP OUT VSD,PF OUT VSD,VOL MTR A,VOL MTR B,VOL MTR C,VOL MTR A-Tierra,VOL MTR B-Tierra,VOL MTR C-Tierra,% THD-AMP MTR,PF MTR,MAX VOL IN VSD,MAX AMP IN VSD,MAX VOL OUT VSD,RED KVA,%RED KVA,RED KW,MAX AMP OUT VSD,% LOAD VSD,KVA VSD,KVA SUT,% LOAD SUT,AMP MOTOR,% LOAD MTR,% DESB MTR,VOL-A CON D,AMP-A CON D,VOL-B CON D,AMP-B CON D,VOL-C CON D,AMP-C CON D,%THD VOL CON D,%THD AMP CON D,P.F. CON D,VOL-A CON Y,AMP-A CON Y,VOL-B CON Y,AMP-B CON Y,VOL-C CON Y,AMP-C CON Y,%THD VOL CON Y,%THD AMP CON Y,P.F. CON Y,PIP (psi),T Motor (F),BFPD,KW-BBL
0,TRD-04,2021-05-11 00:00:00,35.0,7.000000000000001,42.0,0.85,7.6,6.0,0.66,2429.0,2443.0,2390.0,1380.0,1375.0,1383.0,0.0,0.0,483.0,203.0,349.0,169.62477,,144.1810545,385.0,53.32409972299169,232.45145,232.45145,23.245145,46.0,40.70796460176992,1.459854014598535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,186.0,,
1,TRD-04,2021-05-13 00:00:00,40.0,6.5,51.3,0.84,54.0,12.0,0.46,2695.0,2697.0,2693.0,1547.0,1560.0,1560.0,0.0,0.0,482.0,247.0,350.0,205.96342,,173.0092728,420.0,58.17174515235457,254.31,254.31,25.431,52.0,46.01769911504424,1.298701298701294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.1,236.3,,
2,TRD-04,2021-05-27 00:00:00,35.0,6.5,51.3,0.84,54.0,12.0,0.46,1968.0,1972.0,1964.0,1155.0,1139.0,1122.0,0.0,0.0,476.0,276.0,274.0,227.28048,,190.9156032,516.0,71.46814404432132,244.59432,244.59432,24.459432,65.7,57.63157894736842,3.573305307409352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,229.9,,
3,TRD-04,2021-05-28 00:00:00,40.0,6.5,51.3,0.84,54.0,12.0,0.376,2318.0,2315.0,2309.0,1345.0,1342.0,1310.0,0.0,0.0,478.0,264.0,321.0,218.31216,,183.3822144,564.0,78.1163434903047,313.20612,313.20612,31.320612,71.1,62.36842105263158,2.106270943034927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.9,215.3,,
4,TRD-04,2021-05-30 00:00:00,40.0,7.000000000000001,19.0,0.862,54.0,10.8,0.69,2314.0,2315.0,2310.0,1350.0,1344.0,1314.0,0.0,0.0,480.0,250.0,407.0,207.6,,178.9512,557.0,77.14681440443213,392.18927,392.18927,39.218927,71.2,62.4561403508772,2.396931927133255,480.0,480.0,479.0,250.0,236.0,240.0,700.0,1900.0,0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.3,240.0,,
5,TRD-04,2021-06-01 00:00:00,45.0,7.8,41.4,0.899,54.0,6.0,0.357,2581.0,2578.0,2574.0,1500.0,1505.0,1468.0,0.0,0.0,479.0,321.0,434.0,266.00307,,239.13675993,575.0,79.6398891966759,431.7215,431.7215,43.17214999999999,76.5,67.10526315789474,1.188903566710708,479.0,479.0,478.0,321.0,312.0,300.0,7.8,41.0,0.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.3,244.3,,
6,TRD-04,2021-06-02 00:00:00,50.0,8.4,42.4,0.902,44.7,13.2,0.447,2860.0,2858.0,2853.0,1645.0,1661.0,1622.0,0.0,0.0,480.0,407.0,460.0,337.9728,,304.8514656,629.0,87.1191135734072,500.5582,500.5582,50.05582,84.1,73.7719298245614,2.43605359317905,479.0,479.0,478.0,321.0,312.0,300.0,7.8,41.0,0.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.2,249.6,,
7,TRD-04,2021-06-03 00:00:00,50.0,8.1,40.40000000000001,0.907,46.0,14.1,0.445,2862.0,2858.0,2853.0,1689.0,1680.0,1574.0,0.0,0.0,480.0,411.0,460.0,341.2944,,309.5540208,629.0,87.1191135734072,500.5582,500.5582,50.05582,84.1,73.7719298245614,2.394480519480504,480.0,479.0,479.0,411.0,390.0,383.0,8.1,40.0,0.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.4,249.6,,
8,TRD-04,2021-06-04 00:00:00,50.0,7.9,41.0,0.908,44.0,13.9,0.446,2865.0,2862.0,2851.0,1692.0,1680.0,1579.0,0.0,0.0,480.0,412.0,460.0,342.1248,,310.6493184,631.0,87.3961218836565,502.1498,502.1498,50.21498,84.2,73.85964912280703,3.822441430332915,480.0,479.0,479.0,412.0,393.0,385.0,7.9,41.0,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,250.0,,
9,TRD-04,2021-06-04 00:00:00,50.0,8.0,41.0,0.906,41.0,14.0,0.446,2855.0,2854.0,2849.0,1687.0,1677.0,1572.0,0.0,0.0,480.0,412.0,460.0,342.1248,,309.9650688,629.0,87.1191135734072,500.5582,500.5582,50.05582,83.8,73.50877192982456,2.319902319902327,480.0,479.0,479.0,412.0,393.0,385.0,7.9,41.0,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.5,251.3,,
10,TRD-04,2021-06-05 00:00:00,45.0,7.7,45.0,0.886,53.0,5.1,0.362,2577.0,2572.0,2568.0,1534.0,1518.0,1414.0,0.0,0.0,481.0,320.4,434.0,266.614452,,236.220404472,583.9,80.87257617728531,438.4037979999999,438.4037979999999,43.84037979999999,76.5,67.10526315789474,1.954686805864044,480.0,479.0,479.0,412.0,393.0,385.0,7.9,41.0,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.9,243.7,,
11,TRD-04,2021-06-06 00:00:00,45.0,7.9,44.0,0.886,10.7,5.1,0.364,2588.0,2582.0,2576.0,1541.0,1524.0,1411.0,0.0,0.0,481.0,319.8,434.0,266.115174,,235.778044164,584.0,80.88642659279779,438.47888,438.47888,43.847888,77.0,67.54385964912281,2.21238938053098,480.0,481.0,481.0,319.8,300.0,300.0,7.9,44.0,0.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,245.2,,
12,TRD-04,2021-06-08 00:00:00,45.0,7.6,46.9,0.89,9.4,6.5,0.352,2591.0,2586.0,2581.0,1542.0,1525.0,1413.0,0.0,0.0,479.0,318.0,434.0,263.51706,,234.5301834,575.5,79.70914127423822,432.09691,432.09691,43.209691,76.3,66.9298245614035,1.642984014209593,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.9,244.6,,
13,TRD-04,2021-06-09 00:00:00,45.0,7.5,40.2,0.89,9.4,6.5,0.352,2609.0,2605.0,2597.0,1552.0,1536.0,1421.0,0.0,0.0,481.0,321.0,360.0,267.11373,,237.7312197,600.0,83.10249307479224,373.68,373.68,37.368,76.3,66.9298245614035,2.37030411449014,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.7,245.3,,
14,TRD-04,2021-06-10 00:00:00,45.0,7.7,41.5,0.89,9.4,6.5,0.352,2612.0,2606.0,2598.0,1552.0,1538.0,1422.0,0.0,0.0,480.0,320.0,359.0,265.728,,236.49792,596.0,82.54847645429363,370.15772,370.15772,37.015772,76.3,66.9298245614035,1.914514692787163,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.8,244.7,,
15,TRD-04,2021-06-12 00:00:00,45.0,7.7,41.5,0.89,9.4,6.5,0.352,2613.0,2609.0,2600.0,1538.0,1490.0,1485.0,0.0,0.0,480.0,321.0,360.0,266.5584,,237.236976,600.0,83.10249307479224,373.68,373.68,37.368,76.3,66.9298245614035,1.914514692787163,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.2,245.1,,
16,TRD-04,2021-06-13 00:00:00,45.0,7.7,41.5,0.89,9.4,6.5,0.352,2602.0,2600.0,2598.0,1497.0,1512.0,1497.0,0.0,0.0,480.0,322.0,360.0,267.3888,,237.976032,600.0,83.10249307479224,373.68,373.68,37.368,76.3,66.9298245614035,2.096342551293483,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
17,TRD-04,2021-06-14 00:00:00,45.0,7.7,41.5,0.89,9.4,6.5,0.352,2609.0,2605.0,2605.0,1502.0,1513.0,1500.0,0.0,0.0,480.0,321.0,360.0,266.5584,,237.236976,600.0,83.10249307479224,373.68,373.68,37.368,76.3,66.9298245614035,2.096342551293483,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
18,TRD-04,2021-06-15 00:00:00,45.0,7.7,41.5,0.89,9.4,6.5,0.352,2602.0,2599.0,2600.0,1498.0,1512.0,1498.0,0.0,0.0,480.0,321.0,360.0,266.5584,,237.236976,600.0,83.10249307479224,373.68,373.68,37.368,76.3,66.9298245614035,2.096342551293483,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
19,TRD-04,2021-06-22 00:00:00,45.0,7.6,44.5,0.89,5.800000000000001,10.6,0.55,2522.0,2527.0,2516.0,1463.0,1471.0,1437.0,0.0,0.0,482.0,304.0,347.0,253.49344,,225.6091616,605.0,83.79501385041551,363.18755,363.18755,36.318755,72.8,63.85964912280701,2.728127939793024,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.7,240.5,,
20,TRD-04,2021-06-23 00:00:00,47.0,7.6,44.8,0.89,2.7,4.0,0.598,2646.0,2645.0,2644.0,1534.0,1543.0,1506.0,0.0,0.0,482.0,335.0,363.0,279.3431,,248.615359,569.0,78.80886426592798,357.32631,357.32631,35.732631,76.0,66.66666666666666,2.242152466367719,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,242.0,,
21,TRD-04,2021-06-24 00:00:00,50.0,7.7,41.09999999999999,0.9,4.100000000000001,3.1,0.63,2825.0,2822.0,2805.0,1626.0,1640.0,1600.0,0.0,0.0,481.0,390.0,385.0,324.5307,,248.615359,606.0,83.93351800554017,403.6263,403.6263,40.36263,81.0,71.05263157894737,2.531645569620253,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,246.0,,
22,TRD-04,2021-06-27 00:00:00,51.0,7.7,41.7,0.9,3.1,4.100000000000001,0.64,2871.0,2868.0,2856.0,1653.0,1670.0,1630.0,0.0,0.0,481.0,416.0,394.0,346.16608,,311.549472,640.0,88.64265927977839,436.2368,436.2368,43.62368,82.0,71.9298245614035,1.652892561983465,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,247.0,,
23,TRD-04,2021-06-28 00:00:00,51.5,8.200000000000001,37.5,0.91,2.8,5.2,0.65,2888.0,2888.0,2870.0,1664.0,1682.0,1642.0,0.0,0.0,481.0,421.0,397.0,350.32673,,318.7973243,654.0,90.58171745152355,449.17374,449.17374,44.917374,83.7,73.42105263157896,2.364451691805957,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,248.4,,
24,TRD-04,2021-06-29 00:00:00,52.0,8.1,37.5,0.916,2.8,4.8,0.662,2910.0,2907.0,2897.0,1679.0,1697.0,1657.0,0.0,0.0,481.0,432.0,400.0,359.48016,,329.28382656,662.0,91.68975069252078,458.104,458.104,45.8104,84.1,73.7719298245614,2.394480519480504,479.0,479.0,479.0,318.0,308.0,300.0,7.6,46.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.7,248.9,,
25,TRD-04,2021-07-02 00:00:00,52.0,8.0,37.4,0.91,3.6,4.8,0.662,2921.0,2918.0,2911.0,1675.0,1703.0,1678.0,0.0,0.0,480.0,430.0,401.0,357.072,,324.93552,658.0,91.13573407202216,456.47434,456.47434,45.647434,88.0,77.19298245614034,4.142011834319527,480.0,480.0,480.0,409.0,431.0,429.0,8.1,37.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,248.9,,
26,TRD-04,2021-07-04 00:00:00,52.0,8.1,37.5,0.91,5.7,10.0,0.61,3010.0,3010.0,3000.0,1755.0,1755.0,1720.0,0.0,0.0,480.0,425.0,436.0,352.92,,321.1572,656.0,90.85872576177285,494.80768,494.80768,49.480768,85.0,74.56140350877193,1.19047619047619,480.0,480.0,480.0,409.0,431.0,429.0,8.1,37.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,249.0,,
27,TRD-04,2021-07-08 00:00:00,52.5,8.0,39.7,0.91,5.2,3.2,0.62,3017.0,3023.0,3000.0,1737.0,1756.0,1718.0,0.0,0.0,482.0,438.0,447.0,365.23068,,332.3599188,662.0,91.68975069252078,511.93122,511.93122,51.193122,87.0,76.31578947368422,1.953125000000006,480.0,480.0,480.0,409.0,431.0,429.0,8.1,37.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.9,250.1,,
28,TRD-04,2021-08-26 00:00:00,53.0,8.1,38.0,0.916,5.3,11.8,0.64,3007.0,3018.0,3004.0,1738.0,1762.0,1715.0,0.0,0.0,483.0,451.0,437.0,376.8510899999999,,345.19559844,690.0,95.56786703601108,521.6469000000001,521.6469000000001,52.16469,87.6,76.84210526315789,2.693208430913346,483.0,483.0,483.0,450.0,451.0,437.0,8.1,38.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.5,250.6,,
29,TRD-04,2021-09-17 00:00:00,53.0,8.1,38.0,0.916,5.3,11.8,0.64,3015.0,3017.0,3011.0,1741.0,1760.0,1722.0,0.0,0.0,481.0,457.0,436.0,380.2834099999999,,348.33960356,693.0,95.98337950138504,522.71604,522.71604,52.271604,87.0,76.31578947368422,1.953125000000006,483.0,483.0,483.0,450.0,451.0,437.0,8.1,38.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.1,250.7,,
30,TRD-04,2021-10-08 00:00:00,53.0,7.9,38.7,0.91,5.1,11.3,0.65,3032.0,3048.0,3021.0,1753.0,1770.0,1731.0,0.0,0.0,485.0,456.0,439.0,382.6068,,348.172188,695.0,96.26038781163435,527.83165,527.83165,52.783165,88.0,77.19298245614034,1.930501930501936,483.0,483.0,483.0,450.0,451.0,437.0,8.1,38.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.8,250.5,,
31,TRD-04,2021-11-20 00:00:00,53.0,8.3,39.0,0.911,5.0,11.6,0.653,3038.0,3042.0,3022.0,1752.0,1774.0,1739.0,0.0,0.0,486.0,455.0,440.0,382.5549,,348.5075139,697.0,96.53739612188366,530.5564,530.5564,53.05564,88.2,77.36842105263159,2.043964519861163,486.0,486.0,486.0,427.0,450.0,455.0,8.3,39.0,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.2,250.8,,
32,TRD-04,2021-12-30 00:00:00,53.0,8.3,39.0,0.911,5.0,11.6,0.653,3145.0,3141.0,3123.0,1812.0,1830.0,1787.0,0.0,0.0,502.0,456.0,455.0,396.01776,,360.77217936,705.0,97.64542936288089,554.94075,554.94075,55.494075,89.0,78.0701754385965,1.136363636363636,486.0,486.0,486.0,427.0,450.0,455.0,8.3,39.0,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.3,251.2,,
33,TRD-04,2022-01-06 00:00:00,53.0,8.3,39.0,0.911,5.0,11.6,0.653,2990.0,2980.0,2975.0,1725.0,1742.0,1700.0,0.0,0.0,476.0,467.0,431.0,384.56516,,350.33886076,672.0,93.07479224376732,501.06336,501.06336,50.106336,88.0,77.19298245614034,1.930501930501936,486.0,486.0,486.0,427.0,450.0,455.0,8.3,39.0,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.6,250.2,,
34,TRD-04,2022-04-09 00:00:00,53.0,8.3,39.0,0.911,5.0,11.6,0.653,3008.0,3010.0,3007.0,1732.0,1753.0,1720.0,0.0,0.0,485.0,458.0,437.0,384.2849000000001,,350.0835439000001,705.0,97.64542936288089,532.9870500000001,532.9870500000001,53.298705,87.0,76.31578947368422,1.953125000000006,486.0,486.0,486.0,427.0,450.0,455.0,8.3,39.0,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.2,250.1,,
35,TRD-04,2022-04-23 00:00:00,53.0,9.3,35.6,0.921,4.6,11.6,0.662,2939.0,2935.0,2918.0,1690.0,1706.0,1660.0,0.0,0.0,485.0,458.0,428.6,384.2849000000001,,353.9263929000001,681.0,94.3213296398892,504.946518,504.946518,50.4946518,85.9,75.35087719298245,2.173913043478255,475.7,474.0,475.8,458.0,456.0,434.0,9.3,35.6,0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.9,250.1,,
36,TRD-04,2022-05-04 00:00:00,53.0,8.200000000000001,39.4,0.916,3.2,6.2,0.662,2942.0,2940.0,2924.0,1690.0,1710.0,1672.0,0.0,0.0,478.0,464.0,435.0,383.70016,,351.46934656,659.0,91.27423822714681,495.93045,495.93045,49.593045,85.0,74.56140350877193,1.590457256461227,475.7,474.0,475.8,458.0,456.0,434.0,9.3,35.6,0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.8,250.1,,
37,TRD-04,2022-10-11 00:00:00,53.0,8.200000000000001,39.4,0.916,2.9,5.899999999999999,0.663,3025.0,3018.0,3003.0,1748.0,1760.0,1713.0,0.0,0.0,478.0,464.0,434.0,383.70016,,351.46934656,652.0,90.30470914127424,489.53464,489.53464,48.953464,87.1,76.40350877192982,1.475728155339805,478.0,477.5,478.0,457.0,460.0,438.0,7.7,42.4,0.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,250.0,,
38,TRD-04,2022-10-25 00:00:00,53.0,7.6,41.2,0.9,4.5,10.3,0.67,3005.0,3001.0,3000.0,1735.0,1761.0,1715.0,0.0,0.0,478.0,467.0,435.0,386.18098,,347.562882,652.0,90.30470914127424,490.6626,490.6626,49.06626,87.0,76.31578947368422,1.953125000000006,478.0,477.5,478.0,457.0,460.0,438.0,7.7,42.4,0.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,250.3,,
39,TRD-04,2022-11-02 00:00:00,52.0,7.6,41.2,0.9,5.4,8.799999999999999,0.623,3006.0,3006.0,2991.0,1740.0,1755.0,1718.0,0.0,0.0,478.0,467.0,434.7,386.18098,,347.562882,672.0,93.07479224376732,505.3648319999999,505.3648319999999,50.53648319999999,87.5,76.75438596491229,2.259446825087656,478.4,478.3,477.0,421.0,448.0,438.0,7.6,42.5,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,250.3,,
40,TRD-04,2022-12-05 00:00:00,53.0,7.399999999999999,40.5,0.9,4.8,7.8,0.64,3011.0,3012.0,2993.0,1731.0,1755.0,1709.0,0.0,0.0,478.0,469.0,434.0,387.83486,,349.051374,682.0,94.45983379501385,512.05924,512.05924,51.205924,87.0,76.31578947368422,1.873536299765818,478.4,478.3,477.0,421.0,448.0,438.0,7.6,42.5,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.7,249.8,,
41,TRD-04,2022-12-09 00:00:00,48.0,7.399999999999999,40.5,0.9,2.9,4.100000000000001,0.546,2914.0,2911.0,2904.0,1689.0,1697.0,1656.0,0.0,0.0,478.0,469.0,421.0,387.83486,,349.051374,633.0,87.67313019390582,461.03289,461.03289,46.103289,87.0,76.31578947368422,1.953125000000006,478.4,478.3,478.0,383.0,382.0,366.0,7.5,45.4,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,245.0,,
42,TRD-04,2022-12-13 00:00:00,51.0,7.1,44.4,0.91,3.4,4.399999999999999,0.64,2832.0,2818.0,2814.0,1637.0,1630.0,1610.0,0.0,0.0,478.0,416.0,389.0,344.00704,,313.0464064,628.0,64.08163265306122,422.62516,422.62516,42.262516,81.8,63.41085271317829,1.783492326835325,478.4,478.3,478.0,383.0,382.0,366.0,7.5,45.4,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.9,247.0,,
43,TRD-04,2022-12-14 00:00:00,53.0,7.1,42.5,0.905,4.8,4.8,0.68,2945.0,2932.0,2926.0,1698.0,1712.0,1669.0,0.0,0.0,480.0,453.0,404.0,376.1712,,340.4349360000001,674.0,68.77551020408164,471.07208,471.07208,47.107208,85.5,75.0,1.462450592885377,478.4,478.3,478.0,383.0,382.0,366.0,7.5,45.4,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.9,247.1,,
44,TRD-04,2023-03-07 00:00:00,56.5,9.700000000000001,37.0,0.921,6.3,4.8,0.717,3123.0,3136.0,3115.0,1806.0,1823.0,1778.0,0.0,0.0,478.0,527.0,431.0,435.79738,,401.36938698,708.0,72.24489795918367,527.9060400000001,527.9060400000001,52.79060400000001,0.0,0.0,1.462450592885377,478.4,478.3,478.0,383.0,382.0,366.0,7.5,45.4,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,255.0,,
45,TRD-04,2023-03-07 00:00:00,56.5,9.700000000000001,37.0,0.921,6.3,4.8,0.717,3123.0,3136.0,3115.0,1806.0,1823.0,1778.0,0.0,0.0,478.0,527.0,431.0,435.79738,,401.36938698,708.0,72.24489795918367,527.9060400000001,527.9060400000001,52.79060400000001,0.0,0.0,1.462450592885377,478.4,478.3,478.0,383.0,382.0,366.0,7.5,45.4,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,255.0,,
46,TRD-04,2023-05-11 00:00:00,56.5,9.700000000000001,37.0,0.921,22.0,8.200000000000001,0.68,3187.0,3160.0,3325.0,1932.0,1824.0,1829.0,0.0,0.0,478.0,527.0,459.9,435.79738,,401.36938698,722.0,73.67346938775509,574.4426940000001,574.4426940000001,57.4442694,89.0,78.0701754385965,2.298850574712644,478.4,473.0,473.0,722.0,690.0,691.0,9.5,36.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,255.0,,
47,TRD-05,2015-08-25 00:00:00,35.0,16.6,33.6,0.81,30.0,23.8,0.77,1875.0,1871.0,1862.0,1077.0,1080.0,1077.0,0.0,0.0,481.0,273.0,270.0,227.17149,36.05896666666666,184.0089069,304.0,33.77777777777778,518.0,141.9984,22.53942857142857,42.0,34.14634146341464,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.0,234.0,,
48,TRD-05,2015-08-26 00:00:00,36.0,16.6,33.6,0.81,30.0,23.8,0.77,1920.0,1920.0,1917.0,1110.0,1110.0,1107.0,0.0,0.0,481.0,293.0,277.0,243.81409,38.7006492063492,197.4894129,317.0,35.22222222222222,518.0,151.90957,24.11263015873016,44.0,40.74074074074074,6.399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,235.8,,
49,TRD-05,2015-08-27 00:00:00,37.0,16.6,33.6,0.81,30.0,23.8,0.77,1973.0,1970.0,1962.0,1140.0,1142.0,1136.0,0.0,0.0,480.0,303.0,285.0,251.6112,39.93828571428572,203.805072,392.0,43.55555555555555,518.0,193.2756,30.67866666666666,45.0,41.66666666666667,5.384615384615389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.0,237.1,,
50,TRD-05,2015-08-27 00:00:00,38.0,16.6,33.6,0.81,30.0,23.8,0.77,2027.0,2026.0,2022.0,1170.0,1172.0,1167.0,0.0,0.0,480.0,318.0,293.0,264.0672,41.91542857142858,213.894432,340.0,37.77777777777778,518.0,172.3426,27.35596825396825,47.0,43.51851851851852,5.970149253731338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,238.0,,
51,TRD-05,2015-08-28 00:00:00,40.0,16.6,33.6,0.81,30.0,23.8,0.77,2137.0,2127.0,2124.0,1230.0,1232.0,1228.0,0.0,0.0,478.0,339.0,308.0,280.33266,44.49724761904761,227.0694546,330.0,36.66666666666666,518.0,175.8372,27.91066666666667,50.0,46.2962962962963,5.59440559440559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,235.0,,
52,TRD-05,2015-08-31 00:00:00,50.0,16.6,33.6,0.81,30.0,23.8,0.77,2650.0,2651.0,2648.0,1530.0,1532.0,1530.0,0.0,0.0,476.0,492.0,385.0,405.15216,64.30986666666666,328.1732496,520.0,57.77777777777777,518.0,346.346,54.97555555555556,75.0,69.44444444444444,6.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0,251.0,,
53,TRD-05,2015-09-02 00:00:00,52.0,16.6,33.6,0.81,30.0,23.8,0.77,2750.0,2743.0,2744.0,1587.0,1588.0,1583.0,0.0,0.0,476.0,530.0,401.0,436.4444,69.2768888888889,353.519964,570.0,63.33333333333333,518.0,395.4261,62.76604761904762,81.0,75.0,5.194805194805195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,254.0,,
54,TRD-05,2015-09-08 00:00:00,55.0,13.7,36.3,0.74,27.1,20.7,0.75,2891.0,2890.0,2892.0,1675.0,1672.0,1675.0,0.0,0.0,480.0,602.0,424.0,499.9008,79.34933333333333,369.926592,631.0,70.11111111111111,518.0,462.85112,73.46843174603175,90.0,83.33333333333334,6.249999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,252.98,,
